code,total,train,dev,test
276.9,97,79,4,14
53.61,96,86,3,7
252.00,96,82,4,10
V12.09,96,84,5,7
572.0,95,85,3,7
465.9,95,84,3,8
E942.6,95,83,5,7
89.19,95,81,8,6
860.2,95,84,3,8
99.77,95,88,2,5
331.82,95,84,3,8
807.04,95,85,2,8
31.99,95,88,2,5
V53.32,95,92,3,0
569.85,95,89,2,4
781.0,95,84,4,7
372.30,94,77,8,9
V10.03,94,86,2,6
01.10,94,76,7,11
E812.2,94,82,3,9
453.40,94,87,1,6
780.4,94,76,7,11
V10.09,94,82,3,9
54.62,94,83,2,9
585.5,94,80,6,8
196.0,93,84,2,7
435.9,93,79,7,7
579.0,93,86,3,4
998.83,93,80,2,11
V85.4,93,76,3,14
736.79,93,74,5,14
482.2,92,85,4,3
V12.53,92,78,5,9
V10.21,92,82,3,7
852.26,92,86,2,4
807.08,92,78,4,10
600.0,91,91,0,0
E879.9,91,81,3,7
078.5,91,70,8,13
54.0,91,82,1,8
65.61,91,85,3,3
517.8,91,86,0,5
81.06,90,79,4,7
865.00,90,84,2,4
811.00,90,80,6,4
368.46,90,69,4,17
84.11,90,86,1,3
553.20,90,80,4,6
54.25,90,81,2,7
070.51,90,90,0,0
305.20,89,74,8,7
722.10,89,72,7,10
99.69,89,81,2,6
746.02,89,89,0,0
V15.51,89,74,6,9
35.96,89,76,2,11
V17.49,89,76,4,9
03.4,89,74,6,9
23.09,89,74,1,14
567.9,88,80,2,6
51.23,88,74,4,10
322.9,88,80,3,5
157.8,88,83,2,3
V64.2,88,78,3,7
00.44,87,64,6,17
440.22,87,78,2,7
801.21,87,71,3,13
V15.84,87,71,4,12
429.5,87,69,6,12
441.03,87,74,2,11
241.1,87,73,5,9
198.4,87,76,4,7
39.59,86,82,1,3
781.3,86,72,2,12
532.90,86,73,4,9
729.92,86,71,4,11
V58.83,86,72,4,10
00.42,86,78,6,2
250.81,86,79,0,7
794.8,86,74,5,7
724.3,86,70,7,9
423.0,86,82,1,3
345.10,86,75,4,7
567.21,85,69,5,11
852.06,85,71,4,10
423.8,85,73,6,6
V16.3,85,79,1,5
136.3,85,71,5,9
731.8,85,73,6,6
038.2,85,81,3,1
569.5,85,76,2,7
969.0,85,83,0,2
39.73,84,73,2,9
89.14,84,74,4,6
250.52,84,74,3,7
32.4,84,83,0,1
728.86,84,73,6,5
296.50,84,64,6,14
V85.41,84,63,4,17
77.49,83,65,8,10
52.7,83,74,3,6
721.1,83,75,5,3
150.8,83,75,5,3
253.5,83,72,4,7
E937.9,83,69,7,7
83.21,83,76,3,4
01.13,83,75,4,4
44.44,83,71,5,7
583.9,83,74,2,7
E932.3,82,78,2,2
537.0,82,74,1,7
513.0,82,75,2,5
288.8,82,78,2,2
V42.83,82,76,0,6
590.80,82,72,2,8
530.82,82,72,3,7
V46.3,82,66,5,11
317,81,75,4,2
E812.1,81,71,2,8
723.1,81,66,5,10
891.0,81,73,1,7
593.81,81,66,4,11
86.09,81,77,0,4
39.25,81,79,0,2
568.89,80,73,3,4
201.90,80,73,3,4
438.83,80,62,5,13
713.5,80,74,4,2
041.02,80,69,3,8
821.01,80,71,0,9
402.91,80,74,2,4
183.0,80,74,2,4
438.82,80,68,2,10
98.15,80,76,0,4
V85.1,79,59,9,11
V44.4,79,72,0,7
710.1,79,66,7,6
416.9,79,70,1,8
737.10,79,68,5,6
999.8,79,79,0,0
342.92,79,66,5,8
427.69,79,70,2,7
868.04,79,71,2,6
442.2,79,75,1,3
487.0,79,74,2,3
51.37,79,74,0,5
414.12,79,69,2,8
96.33,79,74,2,3
79.15,78,66,4,8
83.65,78,64,1,13
453.82,78,61,4,13
518.52,78,58,7,13
89.61,78,75,1,2
723.0,78,72,1,5
E870.8,78,66,2,10
53.51,78,70,2,6
453.2,78,68,2,8
00.11,78,76,0,2
998.13,78,71,2,5
784.5,77,69,2,6
00.48,77,67,1,9
852.22,77,67,3,7
351.0,77,67,4,6
273.1,77,67,4,6
81.64,77,71,2,4
730.27,77,63,7,7
211.1,77,67,3,7
77.89,77,69,4,4
45.79,76,73,1,2
39.71,76,67,2,7
778.4,76,76,0,0
560.2,76,66,4,6
53.49,76,68,3,5
282.49,76,67,2,7
934.9,75,64,2,9
304.21,75,64,0,11
02.06,75,64,3,8
996.69,75,70,0,5
V12.79,75,71,1,3
369.60,75,57,5,13
244.1,75,62,3,10
31.5,75,70,1,4
303.00,75,66,4,5
789.2,75,65,2,8
87.51,75,66,1,8
43.99,75,68,2,5
E882,75,69,4,2
969.3,75,67,3,5
305.61,74,72,2,0
33.91,74,68,1,5
778.3,74,74,0,0
02.94,74,69,2,3
786.6,74,68,3,3
425.5,74,71,2,1
253.2,74,66,0,8
218.9,74,62,5,7
715.35,73,61,5,7
441.3,73,64,1,8
729.81,73,53,10,10
782.0,73,65,4,4
786.2,73,60,2,11
532.00,73,67,1,5
807.05,73,62,3,8
776.1,73,73,0,0
301.83,73,68,0,5
707.04,73,67,2,4
46.10,73,60,4,9
478.31,73,66,1,6
E878.4,73,60,5,8
79.06,72,59,3,10
E935.8,72,58,4,10
552.21,72,63,3,6
573.0,72,66,3,3
358.00,72,63,3,6
89.49,72,67,0,5
787.29,72,60,2,10
053.9,72,61,1,10
428.41,72,61,4,7
820.8,72,67,1,4
79.31,72,65,2,5
46.01,72,63,3,6
796.3,72,58,6,8
97.55,72,64,4,4
432.9,72,60,5,7
240.9,72,64,2,6
569.89,72,66,3,3
77.69,72,64,4,4
39.57,71,69,1,1
42.41,71,63,2,6
410.81,71,60,1,10
958.7,71,65,3,3
34.22,71,67,0,4
296.90,71,55,5,11
511.0,71,58,2,11
342.91,71,48,5,18
174.8,71,65,1,5
02.02,71,68,1,2
807.4,71,62,3,6
V42.82,71,59,5,7
079.99,71,61,6,4
95.43,70,70,0,0
54.72,70,68,0,2
719.45,70,58,5,7
753.12,70,61,4,5
696.0,70,60,5,5
99.28,70,68,0,2
907.2,70,65,2,3
997.62,70,65,0,5
197.5,70,62,3,5
813.42,70,61,1,8
996.67,70,61,2,7
E936.1,70,64,4,2
250.92,70,62,2,6
242.00,69,63,2,4
441.02,69,63,2,4
88.73,69,62,3,4
191.1,69,57,4,8
300.3,69,62,2,5
50.22,69,59,3,7
79.02,69,61,1,7
777.5,69,69,0,0
188.8,69,59,2,8
155.1,69,61,2,6
991.6,69,58,5,6
438.9,68,66,1,1
46.23,68,61,1,6
041.89,68,61,1,6
455.6,68,59,1,8
39.75,68,47,6,15
719.46,68,60,4,4
455.3,68,62,2,4
852.02,68,61,3,4
965.09,68,61,3,4
88.64,68,60,1,7
283.9,68,58,1,9
V44.6,68,62,2,4
54.3,68,63,1,4
162.2,68,64,2,2
281.1,68,59,4,5
429.3,68,60,2,6
780.65,68,49,6,13
138,68,59,4,5
582.81,67,64,1,2
333.2,67,60,4,3
37.49,67,52,5,10
709.8,67,51,4,12
907.0,67,55,5,7
730.17,67,60,4,3
V07.1,67,55,7,5
46.75,67,64,1,2
070.71,67,58,6,3
593.4,66,61,1,4
V10.07,66,61,1,4
21.01,66,62,0,4
784.2,66,56,3,7
E888.1,66,53,4,9
E850.2,66,56,1,9
V14.0,66,51,6,9
51.14,66,57,4,5
V42.81,66,61,0,5
285.8,66,59,1,6
771.6,66,66,0,0
38.85,66,65,0,1
275.0,65,63,1,1
457.1,65,60,2,3
46.20,65,55,1,9
96.59,65,57,1,7
995.0,65,57,3,5
805.06,65,56,4,5
03.59,65,59,0,6
698.9,65,55,3,7
805.01,65,59,2,4
205.10,65,61,2,2
441.7,64,58,1,5
E966,64,60,1,3
50.3,64,54,3,7
801.22,64,58,0,6
E937.8,64,55,2,7
536.42,64,59,2,3
437.2,63,60,1,2
910.0,63,50,2,11
851.81,63,53,3,7
793.11,63,43,8,12
995.93,63,53,2,8
711.06,63,51,3,9
608.86,63,54,3,6
607.84,63,42,4,17
87.03,63,52,2,9
722.93,63,53,3,7
275.49,63,49,4,10
V45.61,63,58,0,5
753.29,62,62,0,0
770.0,62,62,0,0
37.64,62,61,0,1
710.2,62,49,9,4
934.8,62,53,1,8
E850.4,62,52,5,5
444.21,62,54,1,7
337.9,62,56,0,6
722.52,62,53,3,6
853.01,62,55,2,5
35.39,62,59,0,3
V10.72,62,53,2,7
807.06,62,55,3,4
227.0,62,54,1,7
E884.2,62,53,0,9
281.0,62,58,2,2
78.67,61,48,1,12
295.30,61,55,3,3
730.18,61,51,3,7
996.49,61,54,3,4
440.8,61,49,1,11
V55.1,61,52,1,8
262,61,48,5,8
76.76,61,57,0,4
747.81,61,47,4,10
01.25,61,48,4,9
V16.1,61,56,1,4
43.7,61,57,1,3
00.51,61,51,3,7
369.00,61,51,4,6
398.90,61,57,0,4
820.09,61,53,2,6
437.9,61,44,5,12
823.00,61,56,3,2
27.51,61,55,1,5
799.1,60,58,0,2
789.09,60,53,1,6
44.13,60,55,0,5
35.11,60,49,4,7
530.20,60,49,3,8
478.74,60,54,1,5
434.01,60,48,4,8
795.5,60,51,5,4
35.14,60,53,1,6
510.0,60,55,1,4
336.1,60,53,2,5
820.22,60,55,1,4
038.40,60,52,4,4
343.9,59,57,1,1
V55.3,59,50,3,6
478.29,59,55,1,3
284.89,59,42,5,12
491.22,59,53,2,4
150.5,59,55,1,3
E936.3,59,49,3,7
E823.0,59,55,3,1
729.73,59,48,5,6
E931.0,59,51,1,7
935.1,59,48,3,8
531.00,59,56,2,1
E928.8,59,50,2,7
742.4,58,56,2,0
V10.02,58,49,3,6
682.4,58,46,2,10
84.3,58,54,1,3
824.8,58,52,2,4
345.50,58,47,5,6
808.41,58,45,5,8
V45.85,58,49,3,6
84.17,58,51,3,4
295.62,58,48,4,6
31.74,58,55,3,0
996.01,57,51,3,3
283.0,57,53,1,3
331.3,57,55,1,1
996.79,57,53,2,2
787.6,57,48,2,7
484.6,57,48,0,9
041.10,57,55,1,1
V45.88,57,39,6,12
34.52,57,48,4,5
56.51,57,51,2,4
250.83,57,54,0,3
48.24,57,48,1,8
37.31,57,55,1,1
37.71,56,51,3,2
36.16,56,53,2,1
429.83,56,46,5,5
403.00,56,50,0,6
38.14,56,52,2,2
420.91,56,50,3,3
522.5,56,48,1,7
282.5,56,51,1,4
733.42,56,52,2,2
174.9,56,45,5,6
78.69,56,49,6,1
791.9,56,44,5,7
443.81,55,51,1,3
569.49,55,51,1,3
89.62,55,55,0,0
57.71,55,49,2,4
715.95,55,47,1,7
455.8,55,49,3,3
485,55,54,0,1
530.21,55,46,3,6
372.72,55,54,1,0
E929.3,55,46,2,7
42.42,55,49,2,4
461.9,55,49,1,5
778.6,55,55,0,0
45.8,55,54,1,0
87.53,55,51,2,2
54.23,55,52,1,2
571.6,55,47,1,7
487.1,54,48,1,5
446.5,54,48,1,5
V15.52,54,39,7,8
530.5,54,48,2,4
E826.1,54,47,2,5
584.8,54,47,0,7
338.19,54,43,2,9
719.06,54,50,1,3
771.7,54,54,0,0
444.0,54,53,1,0
996.02,54,50,2,2
44.42,54,48,1,5
996.04,54,45,3,6
574.91,54,41,3,10
50.91,54,47,3,4
296.89,54,48,2,4
416.2,54,44,2,8
342.00,54,43,0,11
577.9,54,47,2,5
350.1,54,49,0,5
851.86,54,49,1,4
99.12,53,45,4,4
394.1,53,47,2,4
425.9,53,42,3,8
98.02,53,43,3,7
996.66,53,42,5,6
47.09,53,48,1,4
86.3,53,47,3,3
04.81,53,51,1,1
37.99,53,50,2,1
76.79,53,50,1,2
96.35,53,53,0,0
394.2,53,46,2,5
733.82,53,45,3,5
93.41,53,51,1,1
518.1,53,49,1,3
50.61,53,48,1,4
78.65,53,48,1,4
32.49,53,37,5,11
354.0,53,42,3,8
287.3,53,53,0,0
93.57,53,46,3,4
537.82,53,42,3,8
620.2,53,46,1,6
81.51,53,48,1,4
87.74,52,47,1,4
V10.04,52,43,2,7
47.19,52,49,1,2
E853.2,52,44,3,5
446.4,52,49,2,1
E960.0,52,47,0,5
721.90,52,43,3,6
444.81,52,49,2,1
753.0,52,47,1,4
V55.2,52,45,1,6
423.2,52,48,2,2
290.0,52,46,1,5
V10.89,52,44,1,7
42.52,52,44,3,5
041.84,52,42,2,8
191.2,52,45,5,2
53.59,51,49,0,2
368.2,51,44,0,7
786.03,51,42,2,7
34.24,51,47,0,4
197.1,51,50,1,0
786.1,51,44,3,4
786.06,51,45,2,4
789.51,51,39,7,5
55.93,51,46,3,2
36.99,51,46,1,4
396.0,50,45,2,3
45.94,50,46,2,2
537.84,50,44,1,5
296.30,50,44,3,3
81.54,50,43,4,3
324.0,50,43,3,4
560.39,50,47,2,1
348.0,50,44,3,3
34.1,50,47,1,2
V85.43,50,38,5,7
873.63,50,46,1,3
410.92,50,44,4,2
780.93,50,38,4,8
569.41,50,46,0,4
805.05,50,46,1,3
447.6,49,46,1,2
720.0,49,42,1,6
746.89,49,49,0,0
294.9,49,46,0,3
351.8,49,44,0,5
806.00,49,48,0,1
38.86,49,49,0,0
39.74,49,38,3,8
39.52,49,45,3,1
433.31,49,41,2,6
39.42,49,47,0,2
E816.1,49,45,0,4
825.25,49,42,1,6
285.3,49,38,2,9
E888.8,48,44,1,3
738.4,48,44,2,2
40.29,48,44,2,2
491.20,48,39,3,6
528.01,48,37,2,9
305.40,48,40,4,4
309.0,48,41,1,6
37.74,48,42,3,3
358.01,48,44,2,2
569.82,48,45,1,2
440.31,48,46,1,1
359.81,47,44,0,3
79.62,47,43,0,4
580.89,47,40,1,6
996.63,47,47,0,0
477.9,47,34,3,10
535.61,47,43,1,3
305.51,47,43,0,4
E930.9,47,36,4,7
196.3,47,44,2,1
789.01,47,43,1,3
457.8,47,41,2,4
793.1,47,40,3,4
801.20,47,43,2,2
426.82,47,39,4,4
345.40,47,43,0,4
588.89,47,43,0,4
33.28,47,46,1,0
996.71,47,45,0,2
873.44,47,42,0,5
571.42,47,34,3,10
772.6,47,47,0,0
88.91,47,38,4,5
359.4,46,42,1,3
37.77,46,40,0,6
E854.3,46,38,2,6
21.71,46,44,0,2
250.10,46,46,0,0
97.03,46,39,1,6
053.19,46,38,3,5
E968.9,46,39,1,6
211.2,46,42,0,4
88.67,46,42,0,4
305.63,46,41,1,4
813.44,46,41,0,5
93.54,46,43,0,3
997.79,46,39,2,5
191.9,46,45,0,1
46.52,46,42,3,1
E939.8,46,40,4,2
810.02,46,43,1,2
338.4,46,44,1,1
866.02,46,39,1,6
02.21,46,30,5,11
801.01,46,42,0,4
443.29,46,40,1,5
277.4,46,41,1,4
198.82,45,41,3,1
155.2,45,43,2,0
966.3,45,36,1,8
623.8,45,37,4,4
783.0,45,39,4,2
E934.8,45,37,2,6
V45.77,45,38,0,7
442.84,45,40,1,4
V85.42,45,33,5,7
443.21,45,34,5,6
535.10,45,40,2,3
E816.2,45,40,1,4
345.80,45,37,2,6
V13.51,45,35,3,7
426.12,45,44,0,1
519.2,45,42,0,3
997.69,45,40,3,2
76.92,45,42,1,2
759.89,45,41,1,3
V10.47,45,40,1,4
45.74,45,40,3,2
731.0,45,41,1,3
279.00,45,32,2,11
34.06,45,41,1,3
E942.4,45,38,3,4
771.8,45,45,0,0
550.92,45,45,0,0
197.3,44,40,2,2
410.51,44,37,4,3
32.28,44,38,1,5
722.0,44,41,0,3
V58.11,44,36,5,3
491.9,44,40,1,3
596.0,44,41,1,2
980.0,44,38,1,5
571.0,44,38,3,3
E942.1,44,41,0,3
424.90,44,38,1,5
227.3,44,36,1,7
765.22,44,44,0,0
252.01,44,36,2,6
03.92,44,34,3,7
429.71,44,40,1,3
250.22,44,41,0,3
415.12,44,40,2,2
865.03,44,37,2,5
789.06,44,36,3,5
425.8,43,38,1,4
314.00,43,36,5,2
271.3,43,38,2,3
038.10,43,41,2,0
492.0,43,40,1,2
478.5,43,39,2,2
786.8,43,38,2,3
763.83,43,43,0,0
853.00,43,41,1,1
45.19,43,37,1,5
79.65,43,39,1,3
970.8,43,38,2,3
999.32,43,32,1,10
99.00,43,41,1,1
536.49,43,39,1,3
414.10,43,38,0,5
88.54,43,37,1,5
454.9,43,37,2,4
338.11,42,32,4,6
212.7,42,39,0,3
682.1,42,39,1,2
88.74,42,33,2,7
43.41,42,37,2,3
368.8,42,39,1,2
99.23,42,37,1,4
807.07,42,30,1,11
965.00,42,36,1,5
596.8,42,39,0,3
530.0,42,36,0,6
E956,42,39,3,0
335.20,42,34,0,8
46.03,42,40,1,1
530.89,42,35,2,5
556.6,42,39,0,3
V15.41,42,37,2,3
850.11,42,37,0,5
52.22,42,39,1,2
V15.1,42,39,1,2
851.80,42,39,0,3
154.1,42,37,2,3
76.74,42,41,0,1
566,42,39,2,1
198.1,41,39,1,1
E939.3,41,33,4,4
156.1,41,33,4,4
420.99,41,38,1,2
01.53,41,36,1,4
681.10,41,36,1,4
295.32,41,38,1,2
E941.3,41,34,1,6
813.41,41,33,1,7
378.54,41,35,1,5
823.32,41,29,2,10
764.07,41,41,0,0
76.72,41,39,0,2
963.0,41,38,1,2
228.04,41,34,1,6
786.30,41,30,8,3
E884.3,41,37,1,3
289.9,41,41,0,0
33.29,41,34,0,7
323.9,41,38,1,2
519.4,41,32,3,6
682.0,40,35,0,5
433.20,40,34,1,5
E950.9,40,33,1,6
79.05,40,35,0,5
386.00,40,38,1,1
455.5,40,32,0,8
752.61,40,40,0,0
715.98,40,39,0,1
46.51,40,35,1,4
924.00,40,38,1,1
528.9,40,35,4,1
357.0,39,32,2,5
96.09,39,38,0,1
198.2,39,33,3,3
29.11,39,31,0,8
812.01,39,34,2,3
357.6,39,37,0,2
750.3,39,37,0,2
865.02,39,33,0,6
42.92,39,36,1,2
707.06,39,37,0,2
83.95,39,35,2,2
722.71,39,38,0,1
93.56,39,31,2,6
443.24,39,33,3,3
996.2,39,34,2,3
786.05,39,37,0,2
304.70,39,36,2,1
193,39,36,2,1
357.5,39,34,2,3
535.01,39,37,0,2
041.5,39,34,1,4
46.85,39,28,1,10
733.19,38,30,5,3
37.82,38,35,1,2
729.72,38,31,3,4
411.0,38,33,2,3
84.12,38,33,1,4
863.89,38,32,2,4
801.25,38,32,3,3
453.86,38,30,2,6
494.1,38,33,0,5
852.25,38,34,2,2
204.00,38,30,3,5
277.3,38,38,0,0
733.09,38,36,0,2
823.02,38,35,0,3
733.99,38,31,1,6
771.83,38,38,0,0
403.11,38,33,0,5
569.62,38,33,3,2
57.0,38,33,0,5
451.89,38,34,2,2
34.82,38,32,2,4
490,38,33,1,4
916.0,38,28,3,7
191.3,38,35,1,2
788.41,38,35,1,2
E813.6,37,32,1,4
536.8,37,31,1,5
37.28,37,31,2,4
84.72,37,30,1,6
707.02,37,35,1,1
99.19,37,35,1,1
995.90,37,30,3,4
695.3,37,30,2,5
79.09,37,34,3,0
153.6,37,35,1,1
478.30,37,35,1,1
806.05,37,35,1,1
110.3,37,33,3,1
110.1,37,29,1,7
522.4,37,34,0,3
865.09,37,37,0,0
446.6,37,36,1,0
824.0,37,33,3,1
518.3,37,34,0,3
598.9,37,30,3,4
426.52,37,33,2,2
38.03,37,31,0,6
E980.0,37,32,3,2
958.8,37,36,0,1
39.65,37,33,1,3
87.75,37,33,3,1
695.89,37,33,1,3
00.12,37,36,0,1
824.4,37,33,1,3
257.2,37,35,0,2
965.01,37,27,4,6
112.4,37,33,1,3
34.20,37,28,4,5
423.1,37,34,0,3
922.2,37,30,4,3
304.71,37,32,2,3
81.07,37,31,4,2
575.10,36,34,1,1
E938.3,36,27,2,7
738.19,36,29,2,5
805.08,36,36,0,0
E858.3,36,32,2,2
805.04,36,31,1,4
V27.0,36,33,1,2
31.29,36,35,0,1
153.3,36,31,0,5
527.2,36,31,0,5
04.43,36,29,1,6
870.8,36,35,0,1
309.28,36,35,0,1
V14.8,36,32,0,4
277.30,36,33,2,1
54.61,36,32,1,3
882.0,36,33,2,1
E870.6,36,30,3,3
041.01,36,34,0,2
294.11,36,28,3,5
V54.19,36,30,3,3
795.79,36,29,4,3
789.07,36,35,1,0
796.2,36,27,4,5
787.3,36,29,4,3
537.3,36,31,2,3
958.92,36,28,1,7
E819.0,36,32,1,3
33.26,36,33,1,2
565.0,36,34,1,1
V55.4,36,28,3,5
707.10,36,31,3,2
94.65,35,29,0,6
812.09,35,31,2,2
211.4,35,31,1,3
E917.9,35,27,2,6
726.10,35,30,2,3
97.37,35,33,1,1
191.8,35,30,1,4
37.91,35,32,0,3
719.7,35,30,1,4
753.3,35,33,0,2
162.4,35,31,1,3
E878.5,35,25,4,6
44.29,35,35,0,0
78.55,35,35,0,0
530.6,35,30,0,5
E879.4,35,25,4,6
45.82,35,25,1,9
851.82,35,28,2,5
V49.73,35,30,2,3
86.01,35,32,1,2
366.8,35,30,2,3
263.1,35,24,2,9
198.0,35,35,0,0
295.72,35,34,0,1
344.89,35,29,2,4
80.76,35,29,3,3
438.13,34,21,3,10
54.63,34,31,0,3
534.40,34,30,2,2
379.41,34,27,2,5
E939.0,34,28,2,4
575.12,34,28,3,3
519.8,34,30,1,3
77.68,34,32,1,1
573.9,34,32,2,0
304.20,34,30,1,3
773.2,34,34,0,0
96.48,34,33,1,0
251.1,34,32,0,2
786.52,34,33,0,1
34.01,34,29,0,5
79.75,34,28,3,3
537.9,34,29,2,3
46.41,34,32,0,2
822.0,34,28,2,4
33.78,34,31,3,0
V45.76,34,26,1,7
567.31,34,28,1,5
404.91,34,30,1,3
386.11,34,29,2,3
821.23,34,27,0,7
410.61,34,30,1,3
374.30,34,26,0,8
38.07,34,29,2,3
444.1,34,25,4,5
575.8,34,30,1,3
53.69,34,32,0,2
157.9,34,28,0,6
305.91,34,31,1,2
552.3,34,26,2,6
752.51,33,33,0,0
456.0,33,29,2,2
558.3,33,33,0,0
V64.3,33,28,0,5
780.99,33,33,0,0
68.49,33,25,4,4
812.21,33,30,0,3
530.2,33,33,0,0
567.89,33,31,0,2
462,33,26,1,6
46.74,33,30,0,3
45.61,33,32,0,1
764.05,33,33,0,0
02.43,33,30,1,2
619.1,33,29,1,3
435.2,33,31,0,2
850.5,33,30,0,3
01.09,33,28,3,2
333.99,33,32,0,1
614.6,33,30,2,1
449,33,30,0,3
292.12,33,29,0,4
780.1,33,26,2,5
443.22,33,28,1,4
853.06,33,29,2,2
83.32,33,31,0,2
784.59,33,23,5,5
188.9,33,26,3,4
333.0,33,30,3,0
528.00,33,28,0,5
290.41,33,26,5,2
922.32,32,24,3,5
45.95,32,30,1,1
433.01,32,28,0,4
716.96,32,30,0,2
44.61,32,30,1,1
567.8,32,32,0,0
275.03,32,25,0,7
349.0,32,30,0,2
279.52,32,30,0,2
21.81,32,30,1,1
E935.3,32,27,1,4
01.14,32,29,1,2
250.71,32,29,0,3
728.85,32,28,3,1
286.0,32,29,3,0
864.02,32,31,0,1
65.49,32,32,0,0
748.3,32,31,0,1
054.2,32,29,1,2
E911,32,27,3,2
78.19,32,31,1,0
40.41,32,32,0,0
86.27,32,30,0,2
56.0,32,29,0,3
76.75,32,29,1,2
196.8,32,28,3,1
50.13,32,30,1,1
493.91,31,30,1,0
250.20,31,29,0,2
V10.00,31,30,1,0
493.00,31,25,3,3
77.88,31,29,0,2
37.87,31,29,0,2
43.5,31,29,0,2
555.0,31,28,0,3
378.51,31,28,0,3
874.8,31,28,1,2
779.0,31,31,0,0
51.84,31,29,1,1
153.9,31,30,0,1
787.21,31,24,4,3
414.04,31,27,2,2
338.12,31,22,4,5
571.49,31,31,0,0
781.8,31,27,4,0
599.72,31,27,3,1
593.89,31,30,0,1
724.4,31,24,1,6
588.1,31,29,0,2
V54.13,31,27,0,4
289.89,31,26,2,3
776.7,31,31,0,0
97.41,31,29,0,2
38.06,31,28,1,2
39.22,31,27,2,2
772.10,31,31,0,0
359.9,31,27,1,3
153.8,31,31,0,0
873.8,31,29,1,1
999.89,31,26,2,3
790.93,31,22,4,5
764.08,31,31,0,0
309.9,30,28,0,2
555.2,30,24,4,2
569.84,30,27,0,3
68.4,30,30,0,0
39.27,30,30,0,0
562.00,30,25,2,3
250.72,30,26,2,2
605,30,27,0,3
996.86,30,29,1,0
965.02,30,27,1,2
852.05,30,30,0,0
51.36,30,28,0,2
453.85,30,19,5,6
51.02,30,27,1,2
245.2,30,23,3,4
865.01,30,28,0,2
711.01,30,28,1,1
996.76,30,29,1,0
52.52,30,28,1,1
88.01,30,29,1,0
711.05,30,28,0,2
865.04,30,29,0,1
37.25,30,27,2,1
394.0,30,26,1,3
777.8,30,30,0,0
921.2,30,27,0,3
731.3,30,26,2,2
770.83,30,30,0,0
277.88,30,26,2,2
616.10,30,24,2,4
E916,30,29,1,0
79.33,30,25,0,5
286.3,30,26,1,3
E887,30,28,1,1
997.91,30,25,3,2
205.01,30,29,0,1
595.0,30,24,2,4
918.1,29,25,3,1
862.0,29,26,1,2
530.4,29,26,2,1
00.92,29,26,0,3
799.0,29,29,0,0
704.8,29,23,3,3
85.7,29,29,0,0
96.06,29,25,0,4
626.2,29,25,3,1
530.12,29,23,2,4
788.39,29,24,2,3
742.3,29,28,1,0
972.6,29,25,3,1
368.16,29,24,0,5
E931.7,29,18,5,6
434.90,29,25,2,2
79.01,29,28,0,1
57.49,29,29,0,0
01.23,29,22,4,3
482.84,29,27,0,2
153.4,29,26,0,3
562.13,29,26,2,1
453.84,29,23,2,4
811.09,29,25,1,3
426.10,29,21,2,6
V10.85,29,25,1,3
438.19,29,24,2,3
808.43,29,28,1,0
998.3,29,29,0,0
304.10,29,25,1,3
48.63,29,26,0,3
746.9,29,23,4,2
425.7,29,25,0,4
881.00,29,27,0,2
V64.42,29,23,0,6
00.15,29,26,1,2
57.95,29,25,0,4
608.4,29,24,2,3
52.93,29,25,3,1
567.38,29,27,0,2
823.82,28,27,0,1
110.5,28,23,0,5
37.79,28,24,0,4
84.56,28,22,1,5
255.5,28,24,2,2
611.72,28,23,2,3
410.42,28,26,0,2
810.03,28,22,2,4
438.0,28,23,3,2
996.65,28,26,1,1
305.53,28,25,1,2
79.37,28,24,1,3
787.03,28,22,1,5
255.9,28,26,0,2
41.05,28,23,0,5
289.0,28,24,0,4
581.9,28,28,0,0
382.9,28,26,1,1
512.0,28,26,1,1
87.41,28,26,1,1
45.02,28,26,0,2
283.19,28,27,0,1
459.89,28,26,1,1
228.01,28,28,0,0
788.1,28,24,0,4
53.10,28,28,0,0
50.29,28,24,1,3
273.3,28,26,0,2
410.12,28,26,0,2
864.03,28,24,1,3
81.01,28,27,0,1
864.15,28,22,0,6
46.93,28,23,0,5
E884.6,28,22,1,5
540.0,28,23,0,5
530.11,28,23,2,3
776.4,28,28,0,0
18.4,28,24,1,3
759.82,28,28,0,0
873.20,28,26,1,1
806.4,28,27,0,1
48.69,28,25,0,3
43.89,28,25,1,2
806.20,28,25,0,3
435.8,28,22,0,6
228.09,28,27,0,1
593.3,28,23,4,1
02.42,27,26,1,0
38.22,27,26,0,1
511.1,27,24,1,2
296.33,27,20,2,5
891.1,27,26,0,1
151.8,27,23,0,4
588.0,27,24,2,1
244.8,27,23,1,3
741.90,27,27,0,0
722.91,27,20,2,5
426.89,27,25,0,2
94.68,27,24,1,2
816.01,27,24,0,3
320.3,27,26,1,0
047.9,27,25,2,0
997.01,27,26,0,1
707.11,27,23,2,2
51.03,27,26,0,1
996.4,27,27,0,0
V09.81,27,25,1,1
V03.82,27,21,3,3
E939.2,27,24,1,2
608.83,27,24,2,1
150.9,27,24,1,2
02.05,27,24,1,2
054.10,27,25,0,2
237.5,27,25,0,2
78.15,27,25,0,2
74.1,27,25,0,2
345.70,27,25,0,2
99.52,27,25,1,1
37.75,27,23,2,2
747.83,27,27,0,0
345.91,27,20,1,6
695.4,27,26,0,1
68.39,27,27,0,0
305.70,27,21,2,4
536.41,27,25,0,2
965.1,27,23,0,4
99.09,27,24,0,3
07.22,27,26,0,1
825.0,27,24,2,1
