code	desc
E806	other specified railway accident
E811	motor vehicle traffic accident involving re-entrant collision with another motor vehicle
E812	other motor vehicle traffic accident involving collision with motor vehicle
E813	motor vehicle traffic accident involving collision with other vehicle
E814	motor vehicle traffic accident involving collision with pedestrian
E815	other motor vehicle traffic accident involving collision on the highway
E816	motor vehicle traffic accident due to loss of control, without collision on the highway
E817	noncollision motor vehicle traffic accident while boarding or alighting
E818	other noncollision motor vehicle traffic accident
E819	motor vehicle traffic accident of unspecified nature
E820	nontraffic accident involving motor-driven snow vehicle
E821	nontraffic accident involving other off-road motor vehicle
E822	other motor vehicle nontraffic accident involving collision with moving object
E823	other motor vehicle nontraffic accident involving collision with stationary object
E824	other motor vehicle nontraffic accident while boarding and alighting
E825	other motor vehicle nontraffic accident of other and unspecified nature
E826	pedal cycle accident
E827	animal-drawn vehicle accident
E828	accident involving animal being ridden
E829	other road vehicle accidents
E831	accident to watercraft causing other injury
E834	other fall from one level to another in water transport
E835	other and unspecified fall in water transport
E838	other and unspecified water transport accident
E840	accident to powered aircraft at takeoff or landing
E841	accident to powered aircraft, other and unspecified
E849	place of occurrence
E850	accidental poisoning by analgesics, antipyretics, and antirheumatics
E852	accidental poisoning by other sedatives and hypnotics
E853	accidental poisoning by tranquilizers
E854	accidental poisoning by other psychotropic agents
E855	accidental poisoning by other drugs acting on central and autonomic nervous system
E858	accidental poisoning by other drugs
E860	accidental poisoning by alcohol, not elsewhere classified
E861	accidental poisoning by cleansing and polishing agents, disinfectants, paints, and varnishes
E862	accidental poisoning by petroleum products, other solvents and their vapors, not elsewhere classified
E863	accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
E864	accidental poisoning by corrosives and caustics, not elsewhere classified
E865	accidental poisoning from poisonous foodstuffs and poisonous plants
E866	accidental poisoning by other and unspecified solid and liquid substances
E869	accidental poisoning by other gases and vapors
E870	accidental cut, puncture, perforation, or hemorrhage during medical care
E871	foreign object left in body during procedure
E873	failure in dosage
E874	mechanical failure of instrument or apparatus during procedure
E876	other and unspecified misadventures during medical care
E878	surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation
E879	other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal reaction of patient, or of later complication
E880	accidental fall on or from stairs or steps
E881	accidental fall on or from ladders or scaffolding
E883	accidental fall into hole or other opening in surface
E884	other accidental falls from one level to another
E885	fall on same level from slipping, tripping, or stumbling
E886	fall on same level from collision, pushing, or shoving, by or with other person
E890	conflagration in private dwelling
E891	conflagration in other and unspecified building or structure
E900	accident caused by excessive heat
E901	accidents due to excessive cold
E905	venomous animals and plants as the cause of poisoning and toxic reactions
E906	other injury caused by animals
E908	accident due to cataclysmic storms, and floods resulting from storms
E910	accidental drowning and submersion
E913	accidental mechanical suffocation
E917	striking against or struck accidentally by objects or persons
E919	accidents caused by machinery
E920	accidents caused by cutting and piercing instruments or objects
E921	accident caused by explosion of pressure vessel
E922	accident caused by firearm, and air gun missile
E923	accident caused by explosive material
E924	accident caused by hot substance or object, caustic or corrosive material, and steam
E925	accident caused by electric current
E926	exposure to radiation
E928	other and unspecified environmental and accidental causes
E929	late effects of accidental injury
E930	antibiotics causing adverse effects in therapeutic use
E931	other anti-infectives causing adverse effects in therapeutic use
E932	hormones and synthetic substitutes causing adverse effects in therapeutic use
E933	primarily systemic agents causing adverse effects in therapeutic use
E934	agents primarily affecting blood constituents causing adverse effects in therapeutic use
E935	analgesics, antipyretics, and antirheumatics causing adverse effects in therapeutic use
E936	anticonvulsants and anti-parkinsonism drugs causing adverse effects in therapeutic use
E937	sedatives and hypnotics causing adverse effects in therapeutic use
E938	other central nervous system depressants and anesthetics causing adverse effects in therapeutic use
E939	psychotropic agents causing adverse effects in therapeutic use
E940	central nervous system stimulants causing adverse effects in therapeutic use
E941	drugs primarily affecting the autonomic nervous system causing adverse effects in therapeutic use
E942	agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use
E943	agents primarily affecting gastrointestinal system causing adverse effects in therapeutic use
E944	water, mineral, and uric acid metabolism drugs causing adverse effects in therapeutic use
E945	agents primarily acting on the smooth and skeletal muscles and respiratory system causing adverse effects in therapeutic use
E946	agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs causing adverse effects in therapeutic use
E947	other and unspecified drugs and medicinal substances causing adverse effects in therapeutic use
E949	other vaccines and biological substances causing adverse effects in therapeutic use
E950	suicide and self-inflicted poisoning by solid or liquid substances
E953	suicide and self-inflicted injury by hanging, strangulation, and suffocation
E955	suicide and self-inflicted injury by firearms, air guns, and explosives
E957	suicide and self-inflicted injuries by jumping from high place
E958	suicide and self-inflicted injury by other and unspecified means
E960	fight, brawl, rape
E962	assault by poisoning
E965	assault by firearms and explosives
E967	perpetrator of child and adult abuse
E968	assault by other and unspecified means
E980	poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted
E982	poisoning by other gases, undetermined whether accidentally or purposely inflicted
E985	injury by firearms, air guns and explosives, undetermined whether accidentally or purposely inflicted
E987	falling from high place, undetermined whether accidentally or purposely inflicted
E988	injury by other and unspecified means, undetermined whether accidentally or purposely inflicted
E999	late effect of injury due to war operations and terrorism
V01	contact with or exposure to communicable diseases
V02	carrier or suspected carrier of infectious diseases
V03	need for prophylactic vaccination and inoculation against bacterial diseases
V04	need for prophylactic vaccination and inoculation against certain diseases
V05	need for prophylactic vaccination and inoculation against single diseases
V06	need for prophylactic vaccination and inoculation against combinations of diseases
V07	need for isolation and other prophylactic measures
V09	infection with drug-resistant microorganisms
V10	personal history of malignant neoplasm
V11	personal history of mental disorder
V12	personal history of certain other diseases
V13	personal history of other diseases
V14	personal history of allergy to medicinal agents
V15	other personal history presenting hazards to health
V16	family history of malignant neoplasm
V17	family history of certain chronic disabling diseases
V18	family history of certain other specific conditions
V19	family history of other conditions
V20	health supervision of infant or child
V22	normal pregnancy
V23	supervision of high-risk pregnancy
V25	encounter for contraceptive management
V26	procreative management
V27	outcome of delivery
V28	encounter for antenatal screening of mother
V29	observation and evaluation of newborns for suspected condition not found
V30	single liveborn
V31	twin birth, mate liveborn
V32	twin birth, mate stillborn
V33	twin birth, unspecified whether mate liveborn or stillborn
V34	other multiple birth (three or more), mates all liveborn
V40	mental and behavioral problems
V42	organ or tissue replaced by transplant
V43	organ or tissue replaced by other means
V44	artificial opening status
V45	other postprocedural states
V46	other dependence on machines
V48	problems with head, neck, and trunk
V49	other conditions influencing health status
V50	elective surgery for purposes other than remedying health states
V53	fitting and adjustment of other device
V54	other orthopedic aftercare
V55	attention to artificial openings
V56	encounter for dialysis and dialysis catheter care
V58	encounter for other and unspecified procedures and aftercare
V59	donors
V60	housing, household, and economic circumstances
V61	other family circumstances
V62	other psychosocial circumstances
V63	unavailability of other medical facilities for care
V64	persons encountering health services for specific procedures, not carried out
V65	other persons seeking consultation
V66	convalescence and palliative care
V67	follow-up examination
V69	problems related to lifestyle
V70	general medical examination
V71	observation and evaluation for suspected conditions not found
V72	special investigations and examinations
V74	special screening examination for bacterial and spirochetal diseases
V76	special screening for malignant neoplasms
V78	special screening for disorders of blood and blood-forming organs
V81	special screening for cardiovascular, respiratory, and genitourinary diseases
V83	genetic carrier status
V84	genetic susceptibility to disease
V85	body mass index [bmi]
V86	estrogen receptor status
V87	other specified personal exposures and history presenting hazards to health
V88	acquired absence of other organs and tissue
V90	retained foreign body
V91	multiple gestation placenta status
