code	desc
20.51	excision of lesion of middle ear
20.59	other excision of middle ear
20.6	fenestration of inner ear
20.61	fenestration of inner ear (initial)
20.62	revision of fenestration of inner ear
20.7	incision, excision, and destruction of inner ear
20.71	endolymphatic shunt
20.72	injection into inner ear
20.79	other incision, excision, and destruction of inner ear
20.8	operations on eustachian tube
20.9	other operations on inner and middle ear
20.91	tympanosympathectomy
20.92	revision of mastoidectomy
20.93	repair of oval and round windows
20.94	injection of tympanum
20.95	implantation of electromagnetic hearing device
20.96	implantation or replacement of cochlear prosthetic device, not otherwise specified
20.97	implantation or replacement of cochlear prosthetic device, single channel
20.98	implantation or replacement of cochlear prosthetic device, multiple channel
20.99	other operations on middle and inner ear
200	lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue
200-208.99	malignant neoplasm of lymphatic and hematopoietic tissue
200.0	reticulosarcoma
200.00	reticulosarcoma, unspecified site, extranodal and solid organ sites
200.01	reticulosarcoma involving lymph nodes of head, face, and neck
200.02	reticulosarcoma involving intrathoracic lymph nodes
200.03	reticulosarcoma involving intra-abdominal lymph nodes
200.04	reticulosarcoma involving lymph nodes of axilla and upper limb
200.05	reticulosarcoma involving lymph nodes of inguinal region and lower limb
200.06	reticulosarcoma involving intrapelvic lymph nodes
200.07	reticulosarcoma involving spleen
200.08	reticulosarcoma involving lymph nodes of multiple sites
200.1	lymphosarcoma
200.10	lymphosarcoma, unspecified site, extranodal and solid organ sites
200.11	lymphosarcoma involving lymph nodes of head, face, and neck
200.12	lymphosarcoma involving intrathoracic lymph nodes
200.13	lymphosarcoma involving intra-abdominal lymph nodes
200.14	lymphosarcoma involving lymph nodes of axilla and upper limb
200.15	lymphosarcoma involving lymph nodes of inguinal region and lower limb
200.16	lymphosarcoma involving intrapelvic lymph nodes
200.17	lymphosarcoma involving spleen
200.18	lymphosarcoma involving lymph nodes of multiple sites
200.2	burkitt&apos;s tumor or lymphoma
200.20	burkitt&apos;s tumor or lymphoma, unspecified site, extranodal and solid organ sites
200.21	burkitt&apos;s tumor or lymphoma involving lymph nodes of head, face, and neck
200.22	burkitt&apos;s tumor or lymphoma involving intrathoracic lymph nodes
200.23	burkitt&apos;s tumor or lymphoma involving intra-abdominal lymph nodes
200.24	burkitt&apos;s tumor or lymphoma involving lymph nodes of axilla and upper limb
200.25	burkitt&apos;s tumor or lymphoma involving lymph nodes of inguinal region and lower limb
200.26	burkitt&apos;s tumor or lymphoma involving intrapelvic lymph nodes
200.27	burkitt&apos;s tumor or lymphoma involving spleen
200.28	burkitt&apos;s tumor or lymphoma involving lymph nodes of multiple sites
200.3	marginal zone lymphoma
200.30	marginal zone lymphoma, unspecified site, extranodal and solid organ sites
200.31	marginal zone lymphoma involving lymph nodes of head, face, and neck
200.32	marginal zone lymphoma involving intrathoracic lymph nodes
200.33	marginal zone lymphoma involving intra-abdominal lymph nodes
200.34	marginal zone lymphoma involving lymph nodes of axilla and upper limb
200.35	marginal zone lymphoma involving lymph nodes of inguinal region and lower limb
200.36	marginal zone lymphoma involving intrapelvic lymph nodes
200.37	marginal zone lymphoma involving spleen
200.38	marginal zone lymphoma involving lymph nodes of multiple sites
200.4	mantle cell lymphoma
200.40	mantle cell lymphoma, unspecified site, extranodal and solid organ sites
200.41	mantle cell lymphoma involving lymph nodes of head, face, and neck
200.42	mantle cell lymphoma involving intrathoracic lymph nodes
200.43	mantle cell lymphoma involving intra-abdominal lymph nodes
200.44	mantle cell lymphoma involving lymph nodes of axilla and upper limb
200.45	mantle cell lymphoma involving lymph nodes of inguinal region and lower limb
200.46	mantle cell lymphoma involving intrapelvic lymph nodes
200.47	mantle cell lymphoma involving spleen
200.48	mantle cell lymphoma involving lymph nodes of multiple sites
200.5	primary central nervous system lymphoma
200.50	primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites
200.51	primary central nervous system lymphoma involving lymph nodes of head, face, and neck
200.52	primary central nervous system lymphoma involving intrathoracic lymph nodes
200.53	primary central nervous system lymphoma involving intra-abdominal lymph nodes
200.54	primary central nervous system lymphoma involving lymph nodes of axilla and upper limb
200.55	primary central nervous system lymphoma involving lymph nodes of inguinal region and lower limb
200.56	primary central nervous system lymphoma involving intrapelvic lymph nodes
200.57	primary central nervous system lymphoma involving spleen
200.58	primary central nervous system lymphoma involving lymph nodes of multiple sites
200.6	anaplastic large cell lymphoma
200.60	anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites
200.61	anaplastic large cell lymphoma involving lymph nodes of head, face, and neck
200.62	anaplastic large cell lymphoma involving intrathoracic lymph nodes
200.63	anaplastic large cell lymphoma involving intra-abdominal lymph nodes
200.64	anaplastic large cell lymphoma involving lymph nodes of axilla and upper limb
200.65	anaplastic large cell lymphoma involving lymph nodes of inguinal region and lower limb
200.66	anaplastic large cell lymphoma involving intrapelvic lymph nodes
200.67	anaplastic large cell lymphoma involving spleen
200.68	anaplastic large cell lymphoma involving lymph nodes of multiple sites
200.7	large cell lymphoma
200.70	large cell lymphoma, unspecified site, extranodal and solid organ sites
200.71	large cell lymphoma involving lymph nodes of head, face, and neck
200.72	large cell lymphoma involving intrathoracic lymph nodes
200.73	large cell lymphoma involving intra-abdominal lymph nodes
200.74	large cell lymphoma involving lymph nodes of axilla and upper limb
200.75	large cell lymphoma involving lymph nodes of inguinal region and lower limb
200.76	large cell lymphoma involving intrapelvic lymph nodes
200.77	large cell lymphoma involving spleen
200.78	large cell lymphoma involving lymph nodes of multiple sites
200.8	other named variants of lymphosarcoma and reticulosarcoma
200.80	other named variants of lymphosarcoma and reticulosarcoma, unspecified site
200.81	other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of head, face, and neck
200.82	other named variants of lymphosarcoma and reticulosarcoma involving intrathoracic lymph nodes
200.83	other named variants of lymphosarcoma and reticulosarcoma involving intra-abdominal lymph nodes
200.84	other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of axilla and upper limb
200.85	other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of inguinal region and lower limb
200.86	other named variants of lymphosarcoma and reticulosarcoma involving intrapelvic lymph nodes
200.87	other named variants of lymphosarcoma and reticulosarcoma involving spleen
200.88	other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of multiple sites
201	hodgkin&apos;s disease
201.0	hodgkin&apos;s paragranuloma
201.00	hodgkin&apos;s paragranuloma, unspecified site, extranodal and solid organ sites
201.01	hodgkin&apos;s paragranuloma involving lymph nodes of head, face, and neck
201.02	hodgkin&apos;s paragranuloma involving intrathoracic lymph nodes
201.03	hodgkin&apos;s paragranuloma involving intra-abdominal lymph nodes
201.04	hodgkin&apos;s paragranuloma involving lymph nodes of axilla and upper limb
201.05	hodgkin&apos;s paragranuloma involving lymph nodes of inguinal region and lower limb
201.06	hodgkin&apos;s paragranuloma involving intrapelvic lymph nodes
201.07	hodgkin&apos;s paragranuloma involving spleen
201.08	hodgkin&apos;s paragranuloma involving lymph nodes of multiple sites
201.1	hodgkin&apos;s granuloma
201.10	hodgkin&apos;s granuloma, unspecified site, extranodal and solid organ sites
201.11	hodgkin&apos;s granuloma involving lymph nodes of head, face, and neck
201.12	hodgkin&apos;s granuloma involving intrathoracic lymph nodes
201.13	hodgkin&apos;s granuloma involving intra-abdominal lymph nodes
201.14	hodgkin&apos;s granuloma involving lymph nodes of axilla and upper limb
201.15	hodgkin&apos;s granuloma involving lymph nodes of inguinal region and lower limb
201.16	hodgkin&apos;s granuloma involving intrapelvic lymph nodes
201.17	hodgkin&apos;s granuloma involving spleen
201.18	hodgkin&apos;s granuloma involving lymph nodes of multiple sites
201.2	hodgkin&apos;s sarcoma
201.20	hodgkin&apos;s sarcoma, unspecified site, extranodal and solid organ sites
201.21	hodgkin&apos;s sarcoma involving lymph nodes of head, face, and neck
201.22	hodgkin&apos;s sarcoma involving intrathoracic lymph nodes
201.23	hodgkin&apos;s sarcoma involving intra-abdominal lymph nodes
201.24	hodgkin&apos;s sarcoma involving lymph nodes of axilla and upper limb
201.25	hodgkin&apos;s sarcoma involving lymph nodes of inguinal region and lower limb
201.26	hodgkin&apos;s sarcoma involving intrapelvic lymph nodes
201.27	hodgkin&apos;s sarcoma involving spleen
201.28	hodgkin&apos;s sarcoma involving lymph nodes of multiple sites
201.4	hodgkin&apos;s disease, lymphocytic-histiocytic predominance
201.40	hodgkin&apos;s disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites
201.41	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving lymph nodes of head, face, and neck
201.42	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes
201.43	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving intra-abdominal lymph nodes
201.44	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb
201.45	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving lymph nodes of inguinal region and lower limb
201.46	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes
201.47	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving spleen
201.48	hodgkin&apos;s disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites
201.5	hodgkin&apos;s disease, nodular sclerosis
201.50	hodgkin&apos;s disease, nodular sclerosis, unspecified site, extranodal and solid organ sites
201.51	hodgkin&apos;s disease, nodular sclerosis, involving lymph nodes of head, face, and neck
201.52	hodgkin&apos;s disease, nodular sclerosis, involving intrathoracic lymph nodes
201.53	hodgkin&apos;s disease, nodular sclerosis, involving intra-abdominal lymph nodes
201.54	hodgkin&apos;s disease, nodular sclerosis, involving lymph nodes of axilla and upper limb
201.55	hodgkin&apos;s disease, nodular sclerosis, involving lymph nodes of inguinal region and lower limb
201.56	hodgkin&apos;s disease, nodular sclerosis, involving intrapelvic lymph nodes
201.57	hodgkin&apos;s disease, nodular sclerosis, involving spleen
201.58	hodgkin&apos;s disease, nodular sclerosis, involving lymph nodes of multiple sites
201.6	hodgkin&apos;s disease, mixed cellularity
201.60	hodgkin&apos;s disease, mixed cellularity, unspecified site, extranodal and solid organ sites
201.61	hodgkin&apos;s disease, mixed cellularity, involving lymph nodes of head, face, and neck
201.62	hodgkin&apos;s disease, mixed cellularity, involving intrathoracic lymph nodes
201.63	hodgkin&apos;s disease, mixed cellularity, involving intra-abdominal lymph nodes
201.64	hodgkin&apos;s disease, mixed cellularity, involving lymph nodes of axilla and upper limb
201.65	hodgkin&apos;s disease, mixed cellularity, involving lymph nodes of inguinal region and lower limb
201.66	hodgkin&apos;s disease, mixed cellularity, involving intrapelvic lymph nodes
201.67	hodgkin&apos;s disease, mixed cellularity, involving spleen
201.68	hodgkin&apos;s disease, mixed cellularity, involving lymph nodes of multiple sites
201.7	hodgkin&apos;s disease, lymphocytic depletion
201.70	hodgkin&apos;s disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites
201.71	hodgkin&apos;s disease, lymphocytic depletion, involving lymph nodes of head, face, and neck
201.72	hodgkin&apos;s disease, lymphocytic depletion, involving intrathoracic lymph nodes
201.73	hodgkin&apos;s disease, lymphocytic depletion, involving intra-abdominal lymph nodes
201.74	hodgkin&apos;s disease, lymphocytic depletion, involving lymph nodes of axilla and upper limb
201.75	hodgkin&apos;s disease, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb
201.76	hodgkin&apos;s disease, lymphocytic depletion, involving intrapelvic lymph nodes
201.77	hodgkin&apos;s disease, lymphocytic depletion, involving spleen
201.78	hodgkin&apos;s disease, lymphocytic depletion, involving lymph nodes of multiple sites
201.9	hodgkin&apos;s disease, unspecified type
201.90	hodgkin&apos;s disease, unspecified type, unspecified site, extranodal and solid organ sites
201.91	hodgkin&apos;s disease, unspecified type, involving lymph nodes of head, face, and neck
201.92	hodgkin&apos;s disease, unspecified type, involving intrathoracic lymph nodes
201.93	hodgkin&apos;s disease, unspecified type, involving intra-abdominal lymph nodes
201.94	hodgkin&apos;s disease, unspecified type, involving lymph nodes of axilla and upper limb
201.95	hodgkin&apos;s disease, unspecified type, involving lymph nodes of inguinal region and lower limb
201.96	hodgkin&apos;s disease, unspecified type, involving intrapelvic lymph nodes
201.97	hodgkin&apos;s disease, unspecified type, involving spleen
201.98	hodgkin&apos;s disease, unspecified type, involving lymph nodes of multiple sites
202	other malignant neoplasms of lymphoid and histiocytic tissue
202.0	nodular lymphoma
202.00	nodular lymphoma, unspecified site, extranodal and solid organ sites
202.01	nodular lymphoma involving lymph nodes of head, face, and neck
202.02	nodular lymphoma involving intrathoracic lymph nodes
202.03	nodular lymphoma involving intra-abdominal lymph nodes
202.04	nodular lymphoma involving lymph nodes of axilla and upper limb
202.05	nodular lymphoma involving lymph nodes of inguinal region and lower limb
202.06	nodular lymphoma involving intrapelvic lymph nodes
202.07	nodular lymphoma involving spleen
202.08	nodular lymphoma involving lymph nodes of multiple sites
202.1	mycosis fungoides
202.10	mycosis fungoides, unspecified site, extranodal and solid organ sites
202.11	mycosis fungoides involving lymph nodes of head, face, and neck
202.12	mycosis fungoides involving intrathoracic lymph nodes
202.13	mycosis fungoides involving intra-abdominal lymph nodes
202.14	mycosis fungoides involving lymph nodes of axilla and upper limb
202.15	mycosis fungoides involving lymph nodes of inguinal region and lower limb
202.16	mycosis fungoides involving intrapelvic lymph nodes
202.17	mycosis fungoides involving spleen
202.18	mycosis fungoides involving lymph nodes of multiple sites
202.2	sezary&apos;s disease
202.20	sezary&apos;s disease, unspecified site, extranodal and solid organ sites
202.21	sezary&apos;s disease involving lymph nodes of head, face, and neck
202.22	sezary&apos;s disease involving intrathoracic lymph nodes
202.23	sezary&apos;s disease involving intra-abdominal lymph nodes
202.24	sezary&apos;s disease involving lymph nodes of axilla and upper limb
202.25	sezary&apos;s disease involving lymph nodes of inguinal region and lower limb
202.26	sezary&apos;s disease involving intrapelvic lymph nodes
202.27	sezary&apos;s disease involving spleen
202.28	sezary&apos;s disease involving lymph nodes of multiple sites
202.3	malignant histiocytosis
202.30	malignant histiocytosis, unspecified site, extranodal and solid organ sites
202.31	malignant histiocytosis involving lymph nodes of head, face, and neck
202.32	malignant histiocytosis involving intrathoracic lymph nodes
202.33	malignant histiocytosis involving intra-abdominal lymph nodes
202.34	malignant histiocytosis involving lymph nodes of axilla and upper limb
202.35	malignant histiocytosis involving lymph nodes of inguinal region and lower limb
202.36	malignant histiocytosis involving intrapelvic lymph nodes
202.37	malignant histiocytosis involving spleen
202.38	malignant histiocytosis involving lymph nodes of multiple sites
202.4	leukemic reticuloendotheliosis
202.40	leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites
202.41	leukemic reticuloendotheliosis involving lymph nodes of head, face, and neck
202.42	leukemic reticuloendotheliosis involving intrathoracic lymph nodes
202.43	leukemic reticuloendotheliosis involving intra-abdominal lymph nodes
202.44	leukemic reticuloendotheliosis involving lymph nodes of axilla and upper limb
202.45	leukemic reticuloendotheliosis involving lymph nodes of inguinal region and lower limb
202.46	leukemic reticuloendotheliosis involving intrapelvic lymph nodes
202.47	leukemic reticuloendotheliosis involving spleen
202.48	leukemic reticuloendotheliosis involving lymph nodes of multiple sites
202.5	letterer-siwe disease
202.50	letterer-siwe disease, unspecified site, extranodal and solid organ sites
202.51	letterer-siwe disease involving lymph nodes of head, face, and neck
202.52	letterer-siwe disease involving intrathoracic lymph nodes
202.53	letterer-siwe disease involving intra-abdominal lymph nodes
202.54	letterer-siwe disease involving lymph nodes of axilla and upper limb
202.55	letterer-siwe disease involving lymph nodes of inguinal region and lower limb
202.56	letterer-siwe disease involving intrapelvic lymph nodes
202.57	letterer-siwe disease involving spleen
202.58	letterer-siwe disease involving lymph nodes of multiple sites
202.6	malignant mast cell tumors
202.60	malignant mast cell tumors, unspecified site, extranodal and solid organ sites
202.61	malignant mast cell tumors involving lymph nodes of head, face, and neck
202.62	malignant mast cell tumors involving intrathoracic lymph nodes
202.63	malignant mast cell tumors involving intra-abdominal lymph nodes
202.64	malignant mast cell tumors involving lymph nodes of axilla and upper limb
202.65	malignant mast cell tumors involving lymph nodes of inguinal region and lower limb
202.66	malignant mast cell tumors involving intrapelvic lymph nodes
202.67	malignant mast cell tumors involving spleen
202.68	malignant mast cell tumors involving lymph nodes of multiple sites
202.7	peripheral t-cell lymphoma
202.70	peripheral t-cell lymphoma, unspecified site, extranodal and solid organ sites
202.71	peripheral t-cell lymphoma involving lymph nodes of head, face, and neck
202.72	peripheral t-cell lymphoma involving intrathoracic lymph nodes
202.73	peripheral t-cell lymphoma involving intra-abdominal lymph nodes
202.74	peripheral t-cell lymphoma involving lymph nodes of axilla and upper limb
202.75	peripheral t-cell lymphoma involving lymph nodes of inguinal region and lower limb
202.76	peripheral t-cell lymphoma involving intrapelvic lymph nodes
202.77	peripheral t-cell lymphoma involving spleen
202.78	peripheral t-cell lymphoma involving lymph nodes of multiple sites
202.8	other malignant lymphomas
202.80	other malignant lymphomas, unspecified site, extranodal and solid organ sites
202.81	other malignant lymphomas involving lymph nodes of head, face, and neck
202.82	other malignant lymphomas involving intrathoracic lymph nodes
202.83	other malignant lymphomas involving intra-abdominal lymph nodes
202.84	other malignant lymphomas involving lymph nodes of axilla and upper limb
202.85	other malignant lymphomas involving lymph nodes of inguinal region and lower limb
202.86	other malignant lymphomas involving intrapelvic lymph nodes
202.87	other malignant lymphomas involving spleen
202.88	other malignant lymphomas involving lymph nodes of multiple sites
202.9	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue
202.90	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites
202.91	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of head, face, and neck
202.92	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrathoracic lymph nodes
202.93	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intra-abdominal lymph nodes
202.94	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of axilla and upper limb
202.95	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of inguinal region and lower limb
202.96	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrapelvic lymph nodes
202.97	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving spleen
202.98	other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of multiple sites
203	multiple myeloma and immunoproliferative neoplasms
203.0	multiple myeloma
203.00	multiple myeloma without mention of remission
203.01	multiple myeloma in remission
203.1	plasma cell leukemia
203.10	plasma cell leukemia without mention of remission
203.11	plasma cell leukemia in remission
203.8	other immunoproliferative neoplasms
203.80	other immunoproliferative neoplasms without mention of remission
203.81	other immunoproliferative neoplasms in remission
204	lymphoid leukemia
204.0	lymphoid leukemia, acute
204.00	acute lymphoid leukemia without mention of remission
204.01	acute lymphoid leukemia in remission
204.1	lymphoid leukemia, chronic
204.10	chronic lymphoid leukemia without mention of remission
204.11	chronic lymphoid leukemia in remission
204.2	lymphoid leukemia, subacute
204.20	subacute lymphoid leukemia without mention of remission
204.21	subacute lymphoid leukemia in remission
204.8	other lymphoid leukemia
204.80	other lymphoid leukemia without mention of remission
204.81	other lymphoid leukemia in remission
204.9	unspecified lymphoid leukemia
204.90	unspecified lymphoid leukemia without mention of remission
204.91	unspecified lymphoid leukemia in remission
205	myeloid leukemia
205.0	myeloid leukemia, acute
205.00	acute myeloid leukemia without mention of remission
205.01	acute myeloid leukemia in remission
205.1	myeloid leukemia, chronic
205.10	chronic myeloid leukemia without mention of remission
205.11	chronic myeloid leukemia in remission
205.2	myeloid leukemia, subacute
205.20	subacute myeloid leukemia without mention of remission
205.21	subacute myeloid leukemia in remission
205.3	myeloid sarcoma
205.30	myeloid sarcoma without mention of remission
205.31	myeloid sarcoma in remission
205.8	other myeloid leukemia
205.80	other myeloid leukemia without mention of remission
205.81	other myeloid leukemia in remission
205.9	unspecified myeloid leukemia
205.90	unspecified myeloid leukemia without mention of remission
205.91	unspecified myeloid leukemia in remission
206	monocytic leukemia
206.0	monocytic leukemia, acute
206.00	acute monocytic leukemia without mention of remission
206.01	acute monocytic leukemia in remission
206.1	monocytic leukemia, chronic
206.10	chronic monocytic leukemia without mention of remission
206.11	chronic monocytic leukemia in remission
206.2	monocytic leukemia, subacute
206.20	subacute monocytic leukemia without mention of remission
206.21	subacute monocytic leukemia in remission
206.8	other monocytic leukemia
206.80	other monocytic leukemia without mention of remission
206.81	other monocytic leukemia in remission
206.9	unspecified monocytic leukemia
206.90	unspecified monocytic leukemia without mention of remission
206.91	unspecified monocytic leukemia in remission
207	other specified leukemia
207.0	acute erythremia and erythroleukemia
207.00	acute erythremia and erythroleukemia without mention of remission
207.01	acute erythremia and erythroleukemia in remission
207.1	chronic erythremia
207.10	chronic erythremia without mention of remission
207.11	chronic erythremia in remission
207.2	megakaryocytic leukemia
207.20	megakaryocytic leukemia without mention of remission
207.21	megakaryocytic leukemia in remission
207.8	other specified leukemia
207.80	other specified leukemia without mention of remission
207.81	other specified leukemia in remission
208	leukemia of unspecified cell type
208.0	leukemia of unspecified cell type, acute
208.00	acute leukemia of unspecified cell type without mention of remission
208.01	acute leukemia of unspecified cell type in remission
208.1	leukemia of unspecified cell type, chronic
208.10	chronic leukemia of unspecified cell type without mention of remission
208.11	chronic leukemia of unspecified cell type in remission
208.2	leukemia of unspecified cell type, subacute
208.20	subacute leukemia of unspecified cell type without mention of remission
208.21	subacute leukemia of unspecified cell type in remission
208.8	other leukemia of unspecified cell type
208.80	other leukemia of unspecified cell type without mention of remission
208.81	other leukemia of unspecified cell type in remission
208.9	unspecified leukemia
208.90	unspecified leukemia without mention of remission
208.91	unspecified leukemia in remission
209	neuroendocrine tumors
209.0	malignant carcinoid tumors of the small intestine
209.1	malignant carcinoid tumors of the appendix, large intestine, and rectum
209.2	malignant carcinoid tumors of other and unspecified sites
209.3	malignant poorly differentiated neuroendocrine carcinoma
209.4	benign carcinoid tumors of the small intestine
209.5	benign carcinoid tumors of the appendix, large intestine, and rectum
209.6	benign carcinoid tumors of other and unspecified sites
209.7	secondary neuroendocrine tumors
21	operations on nose
21-29.99	operations on the nose, mouth, and pharynx
21.0	control of epistaxis
21.00	control of epistaxis, not otherwise specified
21.01	control of epistaxis by anterior nasal packing
21.02	control of epistaxis by posterior (and anterior) packing
21.03	control of epistaxis by cauterization (and packing)
21.04	control of epistaxis by ligation of ethmoidal arteries
21.05	control of epistaxis by (transantral) ligation of the maxillary artery
21.06	control of epistaxis by ligation of the external carotid artery
21.07	control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
21.09	control of epistaxis by other means
21.1	incision of nose
21.2	diagnostic procedures on nose
21.21	rhinoscopy
21.22	biopsy of nose
21.29	other diagnostic procedures on nose
21.3	local excision or destruction of lesion of nose
21.30	excision or destruction of lesion of nose, not otherwise specified
21.31	local excision or destruction of intranasal lesion
21.32	local excision or destruction of other lesion of nose
21.4	resection of nose
21.5	submucous resection of nasal septum
21.6	turbinectomy
21.61	turbinectomy by diathermy or cryosurgery
21.62	fracture of the turbinates
21.69	other turbinectomy
21.7	reduction of nasal fracture
21.71	closed reduction of nasal fracture
21.72	open reduction of nasal fracture
21.8	repair and plastic operations on the nose
21.81	suture of laceration of nose
21.82	closure of nasal fistula
21.83	total nasal reconstruction
21.84	revision rhinoplasty
21.85	augmentation rhinoplasty
21.86	limited rhinoplasty
21.87	other rhinoplasty
21.88	other septoplasty
21.89	other repair and plastic operations on nose
21.9	other operations on nose
21.91	lysis of adhesions of nose
21.99	other operations on nose
210	benign neoplasm of lip, oral cavity, and pharynx
210-229.99	benign neoplasms
210.0	benign neoplasm of lip
210.1	benign neoplasm of tongue
210.2	benign neoplasm of major salivary glands
210.3	benign neoplasm of floor of mouth
210.4	benign neoplasm of other and unspecified parts of mouth
210.5	benign neoplasm of tonsil
210.6	benign neoplasm of other parts of oropharynx
210.7	benign neoplasm of nasopharynx
210.8	benign neoplasm of hypopharynx
210.9	benign neoplasm of pharynx, unspecified
211	benign neoplasm of other parts of digestive system
211.0	benign neoplasm of esophagus
211.1	benign neoplasm of stomach
211.2	benign neoplasm of duodenum, jejunum, and ileum
211.3	benign neoplasm of colon
211.4	benign neoplasm of rectum and anal canal
211.5	benign neoplasm of liver and biliary passages
211.6	benign neoplasm of pancreas, except islets of langerhans
211.7	benign neoplasm of islets of langerhans
211.8	benign neoplasm of retroperitoneum and peritoneum
211.9	benign neoplasm of other and unspecified site in the digestive system
212	benign neoplasm of respiratory and intrathoracic organs
212.0	benign neoplasm of nasal cavities, middle ear, and accessory sinuses
212.1	benign neoplasm of larynx
212.2	benign neoplasm of trachea
212.3	benign neoplasm of bronchus and lung
212.4	benign neoplasm of pleura
212.5	benign neoplasm of mediastinum
212.6	benign neoplasm of thymus
212.7	benign neoplasm of heart
212.8	benign neoplasm of other specified sites of respiratory and intrathoracic organs
212.9	benign neoplasm of respiratory and intrathoracic organs, site unspecified
213	benign neoplasm of bone and articular cartilage
213.0	benign neoplasm of bones of skull and face
213.1	benign neoplasm of lower jaw bone
213.2	benign neoplasm of vertebral column, excluding sacrum and coccyx
213.3	benign neoplasm of ribs, sternum, and clavicle
213.4	benign neoplasm of scapula and long bones of upper limb
213.5	benign neoplasm of short bones of upper limb
213.6	benign neoplasm of pelvic bones, sacrum, and coccyx
213.7	benign neoplasm of long bones of lower limb
213.8	benign neoplasm of short bones of lower limb
213.9	benign neoplasm of bone and articular cartilage, site unspecified
214	lipoma
214.0	lipoma of skin and subcutaneous tissue of face
214.1	lipoma of other skin and subcutaneous tissue
214.2	lipoma of intrathoracic organs
214.3	lipoma of intra-abdominal organs
214.4	lipoma of spermatic cord
214.8	lipoma of other specified sites
214.9	lipoma, unspecified site
215	other benign neoplasm of connective and other soft tissue
215.0	other benign neoplasm of connective and other soft tissue of head, face, and neck
215.2	other benign neoplasm of connective and other soft tissue of upper limb, including shoulder
215.3	other benign neoplasm of connective and other soft tissue of lower limb, including hip
215.4	other benign neoplasm of connective and other soft tissue of thorax
215.5	other benign neoplasm of connective and other soft tissue of abdomen
215.6	other benign neoplasm of connective and other soft tissue of pelvis
215.7	other benign neoplasm of connective and other soft tissue of trunk, unspecified
215.8	other benign neoplasm of connective and other soft tissue of other specified sites
215.9	other benign neoplasm of connective and other soft tissue, site unspecified
216	benign neoplasm of skin
216.0	benign neoplasm of skin of lip
216.1	benign neoplasm of eyelid, including canthus
216.2	benign neoplasm of ear and external auditory canal
216.3	benign neoplasm of skin of other and unspecified parts of face
216.4	benign neoplasm of scalp and skin of neck
216.5	benign neoplasm of skin of trunk, except scrotum
216.6	benign neoplasm of skin of upper limb, including shoulder
216.7	benign neoplasm of skin of lower limb, including hip
216.8	benign neoplasm of other specified sites of skin
216.9	benign neoplasm of skin, site unspecified
217	benign neoplasm of breast
218	uterine leiomyoma
218.0	submucous leiomyoma of uterus
218.1	intramural leiomyoma of uterus
218.2	subserous leiomyoma of uterus
218.9	leiomyoma of uterus, unspecified
219	other benign neoplasm of uterus
219.0	benign neoplasm of cervix uteri
219.1	benign neoplasm of corpus uteri
219.8	benign neoplasm of other specified parts of uterus
219.9	benign neoplasm of uterus, part unspecified
22	operations on nasal sinuses
22.0	aspiration and lavage of nasal sinus
22.00	aspiration and lavage of nasal sinus, not otherwise specified
22.01	puncture of nasal sinus for aspiration or lavage
22.02	aspiration or lavage of nasal sinus through natural ostium
22.1	diagnostic procedures on nasal sinus
22.11	closed [endoscopic] [needle] biopsy of nasal sinus
22.12	open biopsy of nasal sinus
22.19	other diagnostic procedures on nasal sinuses
22.2	intranasal antrotomy
22.3	external maxillary antrotomy
22.31	radical maxillary antrotomy
22.39	other external maxillary antrotomy
22.4	frontal sinusotomy and sinusectomy
22.41	frontal sinusotomy
22.42	frontal sinusectomy
